"1,6-二磷酸果糖"
12种复合维生素
13价肺炎球菌多糖结合疫苗
18种氨基酸
23价肺炎球菌多糖疫苗
30/70混合重组人胰岛素
5-氨基水杨酸
5-氟脲嘧啶
50/50混合重组人胰岛素
AC群脑膜炎球菌(结合)b型流感嗜血杆菌(结合)联合疫苗
A、C、Y、W135群脑膜炎球菌多糖疫苗
A、C群脑膜炎球菌多糖疫苗
A群C群脑膜炎球菌多糖疫苗
A群链球菌
A群脑膜炎球菌多糖疫苗
A群脑膜炎球菌多糖疫苗稀释剂
A型肉毒毒素
A型肉毒抗毒素
L-谷氨酰胺
L-谷氨酰胺呱仑酸钠
L-谷酰胺呱仑酸钠
L-赖氨酸盐酸盐
L-门冬氨酸氨氯地平
N(2)-L-丙氨酰-L-谷氨酰胺
NPH重组人胰岛素
RH阴性冰冻解冻去甘油红细胞
RH阴性滤白红细胞
RH阴性滤白全血
RH阴性滤白洗涤红细胞
RH阴性洗涤红细胞
Sabin株脊髓灰质炎灭活疫苗
b型流感嗜血杆菌结合疫苗
b型流感嗜血杆菌偶联、重组乙型肝炎联合疫苗
b型流感嗜血杆菌偶联疫苗
b型流感嗜血杆菌偶联疫苗、吸附无细胞百白破联合疫苗
b型流感嗜血杆菌疫苗
尪痹复康颗粒
尪痹胶囊
尪痹颗粒
尪痹片
棓丙酯
棓丙酯氯化钠
棓丙酯葡萄糖
楤木胃痛颗粒
楤芝胶囊
楤芝片
樋屋奇应丸
α-二氢麦角隐亭
α-干扰素
α-硫辛酸
β-胡萝卜素
ω-3 鱼油中/长链脂肪乳
ω-3鱼油脂肪乳
阿巴卡韦拉米夫定
阿巴卡韦双夫定
阿苯达唑
阿苯片
阿苯糖丸
阿比多尔
阿达木单抗
阿达帕林
阿德福韦酯
阿尔维林
阿伐斯汀
阿法骨化醇
阿芬太尼
阿酚咖敏片
阿酚咖片
阿戈美拉汀
阿归养血胶囊
阿归养血颗粒
阿归养血口服液
阿归养血糖浆
阿加曲班
阿胶
阿胶(液体)
阿胶补血膏
阿胶补血颗粒
阿胶补血口服液
阿胶参芪酒
阿胶当归合剂
阿胶当归胶囊
阿胶当归颗粒
阿胶当归口服液
阿胶黄芪口服液
阿胶胶囊
阿胶颗粒
阿胶口服液
阿胶牡蛎口服液
阿胶泡腾颗粒
阿胶强骨口服液
阿胶三宝膏
阿胶三宝颗粒
阿胶生化膏
阿胶养血膏
阿胶养血颗粒
阿胶益寿合剂
阿胶益寿晶
阿胶益寿口服液
阿胶远志膏
阿胶珍珠膏
阿桔片
阿咖酚胶囊
阿咖酚散
阿咖片
阿卡波糖
阿克拉霉素
阿克他利
阿拉坦五味丸
阿里红咳喘口服液
阿利吉仑
阿利沙坦酯
阿立哌唑
阿仑膦酸钠
阿仑膦酸钠维D3
阿仑膦酸钠维D3Ⅱ
阿洛西林钠
阿霉素
阿米卡星
阿米三嗪萝巴新
阿莫西林
阿莫西林克拉维酸钾
阿莫西林克拉维酸钾(14:1)
阿莫西林克拉维酸钾(2:1)
阿莫西林克拉维酸钾(4:1)
阿莫西林克拉维酸钾(7:1)
阿莫西林克拉维酸钾(8:1)
阿莫西林钠
阿莫西林钠氟氯西林钠
阿莫西林钠克拉维酸钾
阿莫西林钠舒巴坦钠
阿莫西林钠舒巴坦钠(2:1)
阿莫西林舒巴坦
阿莫西林舒巴坦匹酯
阿莫西林双氯西林钠
阿那曲唑
阿那日八味散
阿那日十四味散
阿那日五味散
阿娜尔妇洁液
阿尼西坦
阿片片
阿片酊
阿普唑仑
阿奇霉素
阿奇霉素(Ⅱ)
阿奇霉素磷酸二氢钠
阿奇霉素氯化钠
阿奇霉素葡萄糖
阿奇霉素枸橼酸二氢钠
阿曲库铵苯磺酸盐
阿瑞匹坦
阿舒瑞韦
阿司待因
阿司可咖
阿司匹林
阿司匹林可待因
阿司匹林双嘧达莫
阿司匹林维C
阿司匹林维生素C
阿司匹林锌
阿司咪唑
阿糖胞苷
阿糖腺苷
阿糖苷酶α
阿替卡因肾上腺素
阿替洛尔
阿替普酶
阿托伐他汀钙
阿托品异丙嗪
阿托西班
阿维A
阿魏八味丸
阿魏化痞膏
阿魏酸钠
阿魏酸钠氯化钠
阿魏酸钠葡萄糖
阿魏酸哌嗪
阿昔洛韦
阿昔洛韦氯化钠
阿昔洛韦氯化钠(Ⅱ)
阿昔洛韦葡萄糖
阿昔莫司
阿昔替尼
阿西美辛
阿扎胞苷
阿折地平
阿珍养血口服液
阿佐塞米
阿哌沙班
埃索美拉唑
埃索美拉唑镁
埃索美拉唑钠
艾迪注射液
艾地苯醌
艾附暖宫丸
艾拉莫德
艾普拉唑
艾瑞昔布
艾塞那肽
艾司奥美拉唑
艾司奥美拉唑镁
艾司奥美拉唑钠
艾司唑仑
艾叶油胶囊
艾叶油软胶囊
艾愈胶囊
爱活胆通
爱活尿通片
爱可得液
爱普列特
爱维心口服液
氨苯蝶啶
氨苯蝶啶氢氯噻嗪
氨苯伪麻片
氨苯砜
氨茶碱
氨茶碱氯化钠
氨碘肽
氨丁三醇
氨非咖敏片
氨非咖片
氨酚巴妥
氨酚比林
氨酚柴胡
氨酚待因(Ⅰ)
氨酚待因(Ⅱ)
氨酚甲硫氨酸
氨酚咖黄烷胺
氨酚咖那敏
氨酚咖匹林片
氨酚拉明
氨酚氯雷伪麻
氨酚氯汀伪麻
氨酚氯宗
氨酚麻美
氨酚美芬伪麻
氨酚美伪
氨酚美伪麻
氨酚美伪麻苯酚伪麻
氨酚那敏
氨酚那敏三味浸膏
氨酚那敏维B1那敏
氨酚帕马溴
氨酚匹林咖啡因
氨酚氢可酮
氨酚曲麻
氨酚曲马多
氨酚沙芬
氨酚双氢可待因
氨酚烷胺咖敏
氨酚烷胺那敏
氨酚维C
氨酚伪麻
氨酚伪麻(Ⅰ)
氨酚伪麻(Ⅱ)
氨酚伪麻氯汀
氨酚伪麻美芬
氨酚伪麻美芬(Ⅲ)
氨酚伪麻美芬/氨麻美敏Ⅱ
氨酚伪麻美芬Ⅱ
氨酚伪麻美芬Ⅱ/氨麻苯美
氨酚伪麻美那敏
氨酚伪麻那敏
氨酚伪麻那敏(Ⅰ)
氨酚伪麻那敏(Ⅱ)
氨酚伪麻那敏(Ⅲ)
氨酚异丙嗪
氨酚右敏
氨酚羟考酮
氨磺必利
氨基比林咖啡因
氨基蝶呤
氨基己酸
氨基己酸氯化钠
氨基葡萄糖
氨基双吡酮
氨基酸
氨基酸葡萄糖
氨基酸型肠内营养
氨基酸螯合钙
氨甲苯酸
氨甲苯酸氯化钠
氨甲苯酸葡萄糖
氨甲环酸
氨甲环酸氯化钠
氨金黄敏
氨咖甘片
氨咖黄敏
氨咖黄敏片
氨咖柳胺
氨咖麻敏
氨咖敏
氨咖愈敏
氨来呫诺
氨酪酸
氨酪酸氯化钠
氨力农
氨林酚咖
氨磷汀
氨硫脲
氨鲁米特
氨氯地平阿托伐他汀钙
氨氯地平贝那普利(Ⅰ)
氨氯地平贝那普利(Ⅱ)
氨麻苯美
氨麻美敏
氨麻美敏(Ⅱ)
氨麻美敏(Ⅲ)
氨麻美敏Ⅱ
氨麻美明
氨麻溴敏
氨曲南
氨糖美锌
氨糖美辛
氨愈美麻
氨苄西林
氨苄西林丙磺舒
氨苄西林钠
氨苄西林钠氯唑西林钠
氨苄西林钠舒巴坦钠
氨溴特罗
氨杞康口服液
氨肽素
氨肽素硫酸锌
安贝氯铵
安喘片
安多霖胶囊
安儿宁颗粒
安尔眠胶囊
安尔眠颗粒
安尔眠糖浆
安宫降压丸
安宫牛黄胶囊
安宫牛黄片
安宫牛黄散
安宫牛黄栓
安宫牛黄丸
安宫止血膏
安宫止血颗粒
安宫止血丸
安君宁
安康胶囊
安康颗粒
安康片
安康欣胶囊
安康心宝丸
安坤胶囊
安坤颗粒
安坤片
安坤赞育丸
安乐胶囊
安乐片
安立生坦
安络化纤丸
安络痛
安络痛胶囊
安络痛片
安络痛药酒
安络痛酊
安眠补脑颗粒
安眠补脑口服液
安眠补脑糖浆
安眠酮
安钠咖
安那度尔
安乃近
安乃近氯丙嗪
安脑牛黄胶囊
安脑牛黄片
安脑片
安脑丸
安神宝颗粒
安神补脑分散片
安神补脑胶囊
安神补脑颗粒
安神补脑口服液
安神补脑片
安神补脑软胶囊
安神补脑液
安神补气丸
安神补心胶囊
安神补心颗粒
安神补心六味丸
安神补心片
安神补心丸
安神健脑液
安神胶囊
安神颗粒
安神宁
安神片
安神爽脑口服液
安神糖浆
安神丸
安神温胆丸
安神养心丸
安神养血口服液
安神益脑丸
安神镇惊二十味丸
安神足液
安肾丸
安舒宁
安嗽化痰丸
安嗽片
安嗽糖浆
安胎丸
安胎益母丸
安替可胶囊
安胃胶囊
安胃颗粒
安胃片
安胃疡
安胃疡胶囊
安胃止痛胶囊
安胃止痛片
安胃止痛散
安西他滨
安雄
安阳膏药
安阳固本膏
安阳精制膏
安置精华散胶囊
安中片
安吖啶
按摩乳
胺安颗粒
昂丹司琼
敖东壮肾丸
奥比帕利
奥氮平
奥芬溴铵
奥卡西平
奥拉米特
奥拉西坦
奥利司他
奥洛他定
奥马珠单抗
奥美拉唑
奥美拉唑镁
奥美拉唑钠
奥美拉唑碳酸氢钠
奥美沙坦酯
奥美沙坦酯氢氯噻嗪
奥沙拉秦钠
奥沙利铂
奥沙利铂甘露醇
奥沙普秦
奥沙西泮
奥替溴铵
奥昔布宁
奥硝唑
奥硝唑氯化钠
奥硝唑葡萄糖
奥扎格雷氯化钠
奥扎格雷钠
奥扎格雷钠氯化钠
奥扎格雷钠葡萄糖
澳泰乐胶囊
澳泰乐颗粒
澳泰乐片
八宝拨云散
八宝丹
八宝丹胶囊
八宝惊风散
八宝坤顺丸
八宝瑞生丸
八宝五胆药墨
八宝盐蛇散
八宝眼药
八宝玉枢丸
八宝镇惊丸
八角茴香水
八厘散
八维钙锌片
八味安宁散
八味沉香胶囊
八味沉香片
八味沉香散
八味沉香丸
八味地黄宁心口服液
八味和胃口服液
八味秦皮胶囊
八味秦皮丸
八味肉桂胶囊
八味三香散
八味肾气丸
八味石灰华丸
八味檀香散
八味檀香丸
八味痛经胶囊
八味痛经颗粒
八味痛经片
八味西红花清肝热胶囊
八味西红花清肝热散
八味西红花止血散
八味锡类散
八味小檗皮胶囊
八味小檗皮散
八味益肾丸
八味主药散
八味芪龙颗粒
八味獐牙菜胶囊
八味獐牙菜片
八味獐牙菜丸
八味獐牙莱丸
八珍补汁
八珍袋泡茶
八珍膏
八珍胶囊
八珍颗粒
八珍鹿胎颗粒
八珍片
八珍丸
八珍液
八珍益母膏
八珍益母胶囊
八珍益母颗粒
八珍益母片
八珍益母丸
八正合剂
八正胶囊
八正颗粒
八正颗粒(无糖型)
八正片
八子补肾胶囊
疤痕止痒软化膏
疤痕止痒软化乳膏
巴利昔单抗
巴柳氮钠
巴氯芬
巴洛沙星
巴曲酶
巴桑母酥油颗粒
巴桑母酥油丸
巴特日七味丸
巴仙苁蓉强肾胶囊
巴戟补酒
巴戟补肾丸
巴戟胶囊
巴戟口服液
巴戟天寡糖胶囊
巴戟振阳胶囊
拔毒膏
拔毒生肌散
拔脓净
白柏胶囊
白百抗痨颗粒
白避瘟散
白草香解郁安神胶囊
白带净胶囊
白带净丸
白带片
白带丸
白丹搽剂
白凤饮
白喉抗毒素
白虎合剂
白花草袋泡茶
白花蛇膏
白花蛇舌草注射液
白花油
白及胶囊
白及颗粒
白及片
白及糖浆
白酱感冒颗粒
白金丸
白敬宇眼药
白连止痢胶囊
白灵胶囊
白灵片
白龙跌打酒
白龙片
白脉软膏
白眉蛇毒血凝酶
白葡奈氏菌
白葡萄球菌
白蒲黄胶囊
白蒲黄颗粒
白蒲黄片
白清胃散
白绒止咳糖浆
白沙糖浆
白芍总苷
白石清热颗粒
白蚀丸
白树油
白头翁止痢片
白消安
白杏片
白药胶囊
白药散
白蚁巢胶囊
白益镇惊丸
白玉软膏
白芝颗粒
白纸扇感冒颗粒
白苓健脾颗粒
白苓胶囊
白蔻调中丸
白痧散
白癜风胶囊
白癜风丸
柏艾胶囊
柏花草胶囊
柏黄静神丸
柏洁洗剂
柏诺特
柏子仁丸
柏子养心胶囊
柏子养心片
柏子养心丸
柏子滋心丸
柏芷洗剂
柏芪降糖胶囊
柏栀祛湿喷雾剂
柏栀祛湿洗液
百艾洗液
百安洗液
百柏搽剂
百宝丹
百宝丹搽剂
百宝丹胶囊
百贝益肺胶囊
百补增力丸
百部丸
百草妇炎清栓
百草堂百消膏
百草油
百地滋阴丸
百合更年安颗粒
百合固金颗粒
百合固金口服液
百合固金片
百合固金丸
百花定喘片
百花定喘丸
百花膏
百花活血跌打膏
百咳静颗粒
百咳静糖浆
百咳宁颗粒
百咳宁片
百乐眠胶囊
百令胶囊
百令颗粒
百令片
百梅止咳颗粒
百梅止咳糖浆
百日咳、白喉、破伤风、脊髓灰质炎四联疫苗
百日咳菌苗
百日咳片
百蕊含片
百蕊胶囊
百蕊颗粒
百蕊片
百树油
百树真油
百仙妇炎清栓
百消丹
百效丸
百癣夏塔热分散片
百癣夏塔热胶囊
百癣夏塔热片
败毒散
败酱胶囊
败酱片
斑龙固肾胶囊
斑秃丸
斑蝥素
斑蝥酸钠
斑蝥酸钠维生素B6
板蓝大青颗粒
板蓝大青片
板蓝根茶
板蓝根滴丸
板蓝根滴眼液
板蓝根分散片
板蓝根含片
板蓝根胶囊
板蓝根咀嚼片
板蓝根颗粒
板蓝根颗粒（无糖型）
板蓝根颗粒（有糖型）
板蓝根口服液
板蓝根泡腾片
板蓝根片
板蓝根软胶囊
板蓝根糖浆
板蓝根注射液
板蓝解毒注射液
板蓝清热颗粒
半贝丸
半酒石酸唑吡坦
半硫丸
半水合雌二醇
半夏和胃颗粒
半夏露颗粒
半夏露糖浆
半夏曲
半夏糖浆
半夏天麻丸
半夏止咳颗粒
半夏止咳糖浆
半枝莲胶囊
半枝莲片
半胱氨酸
胞磷胆碱
胞磷胆碱肌苷
胞磷胆碱钠
胞磷胆碱钠肌苷
胞磷胆碱钠氯化钠
胞磷胆碱钠葡萄糖
包醛氧淀粉
薄荷锭
薄荷喉
薄荷喉片
薄荷护表油
薄荷活络膏
薄荷六一散
薄荷脑
薄荷尿素
薄荷素油
薄荷通吸入剂
薄荷止痒酊
薄荷茴桉苯甲酸钠
薄荷桉油
薄荷桉油(Ⅰ)
薄荷桉油(Ⅱ)
薄荷麝香草酚
薄芝菌注射液
薄芝片
薄芝糖肽
保安万灵丹
保安万灵丸
保赤散
保赤一粒金散
保赤一粒金丸
保儿安颗粒
保儿宁颗粒
保儿宁糖浆
保妇康凝胶
保妇康泡沫剂
保妇康栓
保妇康阴道泡腾片
保肝合剂
保和咀嚼片
保和颗粒
保和口服液
保和片
保和堂珠珀猴枣散
保和丸
保和液
保喉片
保济口服液
保济丸
保济油
保利尔胶囊
保龄参
保宁半夏颗粒
保胎灵
保胎灵胶囊
保胎灵片
保胎丸
保胎无忧胶囊
保胎无忧片
保胎无忧散
保泰松
保童化痰丸
保胃胶囊
保心安膏
保心安油
保心包
保心胶囊
保心宁胶囊
保心宁片
保心片
保婴丹
保婴夺命散
保婴散
保婴镇惊丸
保幼化风丹
保元丸
保真膏
宝宝乐
宝宝乐咀嚼片
宝宝牛黄散
宝儿康散
宝儿康糖浆
宝咳宁颗粒
宝珍膏
宝珍橡胶膏
抱龙丸
豹骨活络丸
豹骨酒
豹骨木瓜酒
豹骨追风膏
北豆根滴丸
北豆根分散片
北豆根胶囊
北豆根咀嚼片
北豆根片
北豆根软胶囊
北芪精
北芪口服液
北芪片
北芪五加片
贝参平喘胶囊
贝伐珠单抗
贝桔止咳糖浆
贝沥止咳口服液
贝羚胶囊
贝羚散
贝美格
贝美前列素
贝美素噻吗洛尔
贝米肝素钠
贝敏伪麻
贝母二冬膏
贝母花流浸膏
贝母花片
贝母梨膏
贝母枇杷糖浆
贝那鲁肽
贝那普利氢氯噻嗪
贝那替嗪
贝诺酯
贝诺酯维B1
贝前列素钠
倍得宝
倍氯米松福莫特罗
倍他胡萝卜素
倍他洛尔
倍他米松
倍他米松磷酸钠
倍他米松新霉素
倍他司汀
倍芪腹淀贴
倍芪腹泻贴
苯巴比妥
苯巴比妥东莨菪碱
苯巴比妥钠
苯丙氨酯
苯丙胺
苯丙醇
苯丙酸诺龙
苯丁酸氮芥
苯酚
苯酚甘油
苯酚伪麻
苯海拉明薄荷脑
苯海拉明伪麻黄碱
苯磺贝他斯汀
苯磺顺阿曲库铵
苯磺酸阿曲库铵
苯磺酸氨氯地平
苯磺酸左旋氨氯地平
苯甲醇
苯甲酸
苯甲酸阿格列汀
苯甲酸雌二醇
苯甲酸利扎曲普坦
苯甲酸苄酯
苯替酪胺
苯妥英钠
苯西卤铵
苯扎贝特
苯扎氯铵
苯扎溴铵
苯佐卡因
苯唑西林钠
苯噻啶
苯溴马隆
苯酰甲硝唑
本芴醇
鼻康胶囊
鼻康片
鼻宁喷雾剂
鼻塞通滴鼻剂
鼻塞通滴鼻液
鼻舒适片
鼻通滴鼻剂
鼻通宁滴剂
鼻通丸
鼻血止颗粒
鼻咽灵片
鼻咽清毒剂
鼻咽清毒颗粒
鼻炎滴剂
鼻炎康片
鼻炎灵片
鼻炎灵丸
鼻炎宁冲剂
鼻炎宁胶囊
鼻炎宁颗粒
鼻炎片
鼻炎糖浆
鼻炎通喷雾剂
鼻渊合剂
鼻渊胶囊
鼻渊片
鼻渊软胶囊
鼻渊舒胶囊
鼻渊舒口服液
鼻渊糖浆
鼻渊通窍颗粒
鼻渊丸
鼻窦炎口服液
比阿培南
比拜克胶囊
比伐卢定
比卡鲁胺
比沙可啶
比索洛尔
比索洛尔氢氯噻嗪
碧玉散
碧云砂乙肝颗粒
蓖麻油
痹克颗粒
痹克片
痹通药酒
痹痛宁胶囊
痹痛熨剂
痹痛酊
痹欣片
痹祺胶囊
辟瘟丹
辟瘟片
避瘟胶囊
避瘟散
扁蕾颗粒
扁桃酸
便秘通
便秘通软膏
便乃通茶
便通胶囊
便通片
变应原
变应原(抗原)溶媒
标准桃金娘油肠溶胶囊(成人装)
标准桃金娘油肠溶胶囊(儿童装)
表热清胶囊
表热清颗粒
表实感冒颗粒
表虚感冒胶囊
表虚感冒颗粒
鳖甲煎丸
鳖甲胶
鳖甲消痔胶囊
别嘌醇
别嘌呤醇
冰胆搽剂
冰矾清毒生肌散
冰黄肤乐软膏
冰黄软膏
冰连滴耳剂
冰连清咽喷雾剂
冰梅上清丸
冰硼含片
冰硼散
冰硼咽喉散
冰七胶囊
冰七片
冰石愈伤软膏
冰霜梅苏丸
冰霜痱子粉
冰蛹通脉含片
冰樟桉氟轻松
冰珍清目滴眼液
冰珍去翳滴眼液
冰栀伤痛气雾剂
丙氨瑞林
丙氨酰谷氨酰胺
丙泊酚
丙泊酚中/长链脂肪乳
丙谷胺
丙磺舒
丙卡巴肼
丙硫氧嘧啶
丙硫异烟胺
丙酸倍氯米松
丙酸倍他米松
丙酸氟替卡松
丙酸交沙霉素
丙酸氯倍他索
丙酸睾酮
丙戊酸镁
丙戊酸钠
丙戊酸钠/丙戊酸
丙戊酰胺
丙氧氨酚
丙氧氨酚复方
丙氧匹林
病毒灭活血浆
玻璃酸酶
菠白散
菠萝蛋白酶
拨云锭
拨云复光散
拨云散眼药
拨云退翳丸
拨云眼膏
波生坦
博尔宁胶囊
博落回肿痒酊
博性康药膜
泊沙康唑
驳骨风湿酒
驳骨水
补白颗粒
补肺活血胶囊
补肺丸
补骨脂注射液
补金胶囊
补金片
补脑安神胶囊
补脑安神片
补脑丸
补脾安神合剂
补脾消积口服液
补脾益肠丸
补脾益肾口服液
补气和血胶囊
补气口服液
补气升提片
补肾安神口服液
补肾斑龙胶囊
补肾斑龙片
补肾防喘片
补肾固齿丸
补肾健骨胶囊
补肾健脾口服液
补肾健胃二十一味丸
补肾康乐胶囊
补肾口服液
补肾宁片
补肾强身胶囊
补肾强身片
补肾润肺口服液
补肾生发药酒
补肾十七味膏
补肾填精口服液
补肾填精丸
补肾通淋颗粒
补肾丸
补肾丸（小蜜丸）
补肾温阳酒
补肾养血胶囊
补肾养血丸
补肾益肝颗粒
补肾益精酒
补肾益精丸
补肾益脑胶囊
补肾益脑片
补肾益脑丸
补肾益气胶囊
补肾益寿胶囊
补肾益寿片
补肾助阳丸
补肾壮骨口服液
补天灵片
补心片
补心气口服液
补心通脉颗粒
补心丸
补虚通瘀颗粒
补血安神胶囊
补血催生丸
补血当归胶囊
补血当归精
补血调经片
补血宁神片
补血片
补血润泽胶囊
补血生乳颗粒
补血益母颗粒
补血益母糖浆
补血益母丸
补液盐
补液盐II
补液盐Ⅰ
补液盐Ⅲ
补益地黄丸
补益活络丸
补益强心片
补益资生丸
补益蒺藜丸
补益杞圆酒
补中益气膏
补中益气合剂
补中益气颗粒
补中益气口服液
补中益气片
补中益气丸
不换金正气散
布地奈德
布地奈德福莫特罗
布拉氏酵母菌
布林佐胺
布林佐胺噻吗洛尔
布洛芬
布洛伪麻
布洛伪麻那敏
布美他尼
布那唑嗪
布南色林
布氏菌活疫苗
布氏菌素
擦癣药水
采力合剂
采云曲
参白化痔胶囊
参白健脾丸(人参健脾丸)
参柏舒心胶囊
参柏舒心颗粒
参柏舒阴洗液
参柏洗液
参百宁神口服液
参贝北瓜膏
参贝北瓜颗粒
参贝陈皮
参贝咳喘丸
参贝止咳颗粒
参倍固肠胶囊
参鞭补肾合剂
参柴肝康片
参柴肝康软胶囊
参柴胶囊
参柴颗粒
参丹活血胶囊
参丹散结胶囊
参地益肾口服液
参地益阴胶囊
参蛾温肾口服液
参蛾助阳合剂
参附强心丸
参附脱毒胶囊
参附注射液
参蛤胶囊
参蛤平喘胶囊
参归润燥搽剂
参归生发酊
参归养血口服液
参归养血片
参龟补肾口服液
参龟固本酒
参桂补气养血口服液
参桂调经丸
参桂胶囊
参桂理中丸
参桂鹿茸丸
参桂养荣丸
参桂再造丸
参红祛瘀散结胶囊
参虎解毒丸
参花消渴茶
参黄消渴胶囊
参黄养阴胶囊
参皇乳膏
参皇软膏
参棘软膏
参胶胶囊
参精补肾胶囊
参精固本丸
参精止渴丸
参景养阴胶囊
参坤养血胶囊
参坤养血颗粒
参坤养血口服液
参蓝口服液
参莲胶囊
参莲颗粒
参灵肝康胶囊
参灵蓝胶囊
参灵通络胶囊
参龙补肾胶囊
参龙虫草益肾胶囊
参龙宁心胶囊
参龙养血膏
参鹿补膏
参鹿补片
参鹿补虚胶囊
参鹿茶
参鹿扶正合剂
参鹿扶正胶囊
参鹿扶正片
参鹿膏
参鹿健肺胶囊
参鹿健肾口服液
参鹿强身丸
参麦地黄丸
参麦颗粒
参麦止嗽糖浆
参麦注射液
参梅健胃胶囊
参梅养胃颗粒
参南星口服液
参牛胶囊
参七脑康胶囊
参七乳泰片
参七散结丸
参七心疏胶囊
参七心疏片
参茸阿胶
参茸安神片
参茸安神丸
参茸白凤丸
参茸保胎丸
参茸鞭丸
参茸补酒
参茸补肾片
参茸补血酒
参茸虫草胶囊
参茸大补膏
参茸多鞭酒
参茸蛾补肾助阳胶囊
参茸蜂王浆胶囊
参茸复春片
参茸蛤蚧保肾丸
参茸固本还少丸
参茸固本片
参茸海马丸
参茸黑锡丸
参茸加口服液
参茸酒
参茸颗粒
参茸口服液
参茸灵芝胶囊
参茸鹿胎膏
参茸鹿胎丸
参茸木瓜药酒
参茸片
参茸强肾片
参茸全虫酒
参茸三鞭丸
参茸三七补血片
参茸三七酒
参茸三肾胶囊
参茸三肾散
参茸天麻酒
参茸丸
参茸卫生丸
参茸温肾丸
参茸延龄片
参茸养心益肾胶囊
参茸益肾胶囊
参茸珍宝片
参茸正阳口服液
参茸壮骨丸
参茸追风酒
参蓉健腰酒
参三七伤药
参三七伤药胶囊
参三七伤药片
参芍胶囊
参芍片
参蛇花痔疮膏
参蛇偏瘫胶囊
参术儿康糖浆
参术健脾丸
参术健中口服液
参术胶囊
参术止带糖浆
参松养心胶囊
参苏补肾胶囊
参苏感冒片
参苏胶囊
参苏口服液
参苏片
参苏丸
参苏宣肺丸
参锁巴戟口服液
参田胶囊
参威口服液
参维冻干蜂王浆片
参维灵片
参味补肾合剂
参乌安神口服液
参乌益肾片
参仙片
参仙升脉口服液
参仙壮肾胶囊
参雄温阳胶囊
参阳胶囊
参阳片
参一胶囊
参玉补气酒
参苑益气补肾胶囊
参枣健脑口服液
参泽舒肝胶囊
参芝安神口服液
参枝苓口服液
参志胶囊
参竹精胶囊
参竹精颗粒
参竹精片
参子合剂
参芎胶囊
参芎葡萄糖
参芩白术散
参芪阿胶胶囊
参芪阿胶颗粒
参芪博力康片
参芪儿康口服液
参芪二仙片
参芪扶正丸
参芪扶正注射液
参芪复脉颗粒
参芪肝康胶囊
参芪肝康片
参芪膏
参芪蛤蚧补浆
参芪花粉片
参芪健胃颗粒
参芪降糖胶囊
参芪降糖颗粒
参芪降糖片
参芪咀嚼片
参芪颗粒
参芪口服液
参芪力得康片
参芪鹿茸口服液
参芪沙棘合剂
参芪山药膏
参芪升阳补血胶囊
参芪十一味胶囊
参芪十一味颗粒
参芪十一味片
参芪首乌补汁
参芪糖浆
参芪丸
参芪王浆养血口服液
参芪温阳栓
参芪乌鸡养血膏
参芪五味子胶囊
参芪五味子颗粒
参芪五味子片
参芪五味子糖浆
参芪消渴胶囊
参芪消渴颗粒
参芪益肺丸
参芪益母颗粒
参芪益气酒
参芪鱼肝油
参芪云芝颗粒
参苓白术胶囊
参苓白术咀嚼片
参苓白术颗粒
参苓白术口服液
参苓白术片
参苓白术散
参苓白术丸
参苓蛤蚧合剂
参苓归元膏
参苓健儿膏
参苓健脾丸
参苓健脾胃颗粒
参苓健体粉
参苓健胃口服液
参苓精口服液
参苓口服液
参苓益肾酒
参苓祛斑涂膜
参茜固经颗粒
参茯胶囊
参茯益气安神合剂
参藿温肾胶囊
参杞杜仲丸
参杞酒
参杞颗粒
参杞片
参杞全鹿丸
参杞糖浆
参杞益脑胶囊
参蛭活血胶囊
参蟾消解胶囊
参麝活络丸
蚕参健脾颗粒
蚕蛾公补合剂
蚕蛾公补胶囊
蚕蛾公补酒
蚕蛾公补片
蚕茧眼药
蚕鹿口服液
蚕茸柱天胶囊
蚕蛹补肾胶囊
苍鹅鼻炎片
苍耳子鼻炎滴丸
苍耳子鼻炎胶囊
苍莲感冒片
苍辛气雾剂
苍夷滴鼻剂
苍夷滴鼻油
